id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
30609,AAXX,small_airport,Aeródromo de Punto Rothera,-67.566941,-68.126993,,AN,AQ,AQ-U-A,Rothera Point,no,,,AAXX,,,,
301649,AGAF,small_airport,Afutara Aerodrome,-9.191389,160.948611,23,OC,SB,SB-ML,Bila,no,AGAF,AFT,AGAF,,,https://en.wikipedia.org/wiki/Afutara_Airport,
302290,AGAR,small_airport,Ulawa Airport,-9.86054358262,161.979546547,40,OC,SB,SB-MK,Arona,no,AGAR,RNA,AGAR,,,https://en.wikipedia.org/wiki/Ulawa_Airport,
35172,AGAT,small_airport,Uru Harbour Airport,-8.87333,161.011002,,OC,SB,SB-ML,Atoifi,no,AGAT,ATD,AGAT,,,https://en.wikipedia.org/wiki/Uru_Harbour_Airport,
32570,AGBA,small_airport,Barakoma Airport,-7.912779808044434,156.70599365234375,,OC,SB,SB-WE,Barakoma,no,AGBA,VEV,AGBA,,,,
302402,AGBT,small_airport,Batuna Aerodrome,-8.56202777778,158.119305556,24,OC,SB,SB-WE,Batuna Mission Station,no,AGBT,BPF,AGBT,,,,
31524,AGEV,small_airport,Geva Airport,-7.575829982757568,156.5970001220703,,OC,SB,SB-WE,Liangia,no,AGEV,GEF,AGEV,,,,
30634,AGGA,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5,OC,SB,SB-ML,Auki,yes,AGGA,AKS,AGGA,,,https://en.wikipedia.org/wiki/Auki_Airport,
302047,AGGB,small_airport,Bellona/Anua Airport,-11.302222222200001,159.798333333,60,OC,SB,SB-RB,Anua,yes,AGGB,BNY,AGGB,,,https://en.wikipedia.org/wiki/Bellona/Anua_Airport,
302291,AGGC,small_airport,Choiseul Bay Airport,-6.711944,156.396111,,OC,SB,SB-CH,Choiseul Bay,yes,AGGC,CHY,AGGC,,,https://en.wikipedia.org/wiki/Choiseul_Bay_Airport,
30678,AGGE,small_airport,Ballalae Airport,-6.990745,155.886656,5,OC,SB,SB-WE,Ballalae,yes,AGGE,BAS,AGGE,,,https://en.wikipedia.org/wiki/Balalae_Airport,
35167,AGGF,small_airport,Fera/Maringe Airport,-8.1075,159.576996,9,OC,SB,SB-IS,Fera Island,yes,AGGF,FRE,AGGF,,,https://en.wikipedia.org/wiki/Fera_Airport,Santa Isabel Islands
3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,28,OC,SB,SB-GU,Honiara,yes,AGGH,HIR,AGGH,,,https://en.wikipedia.org/wiki/Honiara_International_Airport,Henderson Field
31885,AGGI,small_airport,Babanakira Airport,-9.7475,159.839005,,OC,SB,SB-GU,Mbambanakira,no,AGGI,MBU,AGGI,,,https://en.wikipedia.org/wiki/Mbambanakira_Airport,Mbambanakira Airport
301837,AGGJ,small_airport,Avu Avu Airport,-9.868333,160.410556,25,OC,SB,SB-GU,Avu Avu,no,AGGJ,AVU,AGGJ,,,,
31686,AGGK,small_airport,Ngorangora Airport,-10.449700355500001,161.897994995,54,OC,SB,SB-MK,Kirakira,yes,AGGK,IRA,AGGK,,,https://en.wikipedia.org/wiki/Kirakira_Airport,
32275,AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.7203,165.794998,18,OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,yes,AGGL,SCZ,AGGL,,,https://en.wikipedia.org/wiki/Luova_Airport,
4,AGGM,medium_airport,Munda Airport,-8.32797,157.263,10,OC,SB,SB-WE,Munda,yes,AGGM,MUA,AGGM,,,https://en.wikipedia.org/wiki/Munda_Airport,
31563,AGGN,small_airport,Nusatupe Airport,-8.09778022766,156.863998413,13,OC,SB,SB-WE,Gizo,yes,AGGN,GZO,AGGN,,,https://en.wikipedia.org/wiki/Nusatupe_Airport,
31932,AGGO,small_airport,Mono Airport,-7.41694,155.565002,35,OC,SB,SB-WE,Stirling Island,yes,AGGO,MNY,AGGO,,,https://en.wikipedia.org/wiki/Mono_Airport,
32174,AGGP,small_airport,Parasi Airport,-9.641670227050781,161.4250030517578,,OC,SB,SB-ML,Parasi,no,AGGP,PRS,AGGP,,,,
35171,AGGR,small_airport,Rennell/Tingoa Airport,-11.55,160.062778,550,OC,SB,SB-RB,Rennell Island,yes,AGGR,RNL,AGGR,,,https://en.wikipedia.org/wiki/Tingoa_Airport,
30989,AGGS,small_airport,Sege Airport,-8.57889,157.876007,,OC,SB,SB-WE,Sege,no,AGGS,EGM,AGGS,,,https://en.wikipedia.org/wiki/Seghe_Airport,
308425,AGGT,small_airport,Santa Ana Airport,-10.847994,162.454108,3,OC,SB,SB-MK,Santa Ana Island,yes,AGGT,NNB,AGGT,,,https://en.wikipedia.org/wiki/Santa_Ana_Airport_(Solomon_Islands),
32238,AGGU,small_airport,Marau Airport,-9.86167,160.824997,3,OC,SB,SB-GU,Marau,yes,AGGU,RUS,AGGU,,,https://en.wikipedia.org/wiki/Marau_Airport,
32564,AGGV,small_airport,Suavanao Airport,-7.58556,158.731003,20,OC,SB,SB-IS,Suavanao,yes,AGGV,VAO,AGGV,,,https://en.wikipedia.org/wiki/Suavanao_Airport,
302292,AGGY,small_airport,Yandina Airport,-9.092816,159.21841,60,OC,SB,SB-CE,Yandina,yes,AGGY,XYA,AGGY,,,https://en.wikipedia.org/wiki/Yandina_Airport,
594690,AGIN,heliport,Isuna Heliport,-9.805809,159.962722,26,OC,SB,SB-GU,Veravaulo,no,AGIN,,AGIN,,,,
35169,AGKG,small_airport,Kaghau Airport,-7.3305,157.585,30,OC,SB,SB-CH,Kagau Island,yes,AGKG,KGE,AGKG,,,https://en.wikipedia.org/wiki/Kaghau_Airport,Kagau Island
310179,AGKU,small_airport,Kukudu Airport,-8.0262,156.94783,32,OC,SB,SB-WE,Kolombangara Island,no,AGKU,KUE,AGKU,,,,Kukundu
308424,AGKW,small_airport,Kwailabesi Airport,-8.360508,160.775127,52,OC,SB,SB-ML,Kwailabesi,no,AGKW,KWS,AGKW,,,,
524977,AGLM,small_airport,Lomlom Airport,-10.296828,166.327322,55,OC,SB,SB-TE,Lomlom,no,AGLM,LLM,AGLM,,,https://en.wikipedia.org/wiki/Lomlom_Airport,Ngawa Island
310002,AGNA,small_airport,Nana Airport,-10.6758,162.2049,60,OC,SB,SB-MK,Star Harbor,no,AGNA,NAZ,AGNA,,,,
508090,AGOB,small_airport,Manaoba Airport,-8.325008,160.80051,14,OC,SB,SB-ML,Manaoba,yes,AGOB,MHM,AGOB,,,,
35168,AGOK,small_airport,Gatokae Aerodrome,-8.738358,158.202836,70,OC,SB,SB-WE,Gatokae,yes,AGOK,GTA,AGOK,,,https://en.wikipedia.org/wiki/Gatokae_Aerodrome,
32211,AGRC,small_airport,Ringi Cove Airport,-8.12639045715332,157.14300537109375,,OC,SB,SB-WE,Ringi Cove,no,AGRC,RIN,AGRC,,,,
35170,AGRM,small_airport,Ramata Airport,-8.168060302734375,157.64300537109375,,OC,SB,SB-WE,Ramata,yes,AGRM,RBV,AGRM,,,https://en.wikipedia.org/wiki/Ramata_Airport,
306999,AGTI,heliport,Tulaghi Heliport,-9.108,160.149166667,3,OC,SB,SB-CE,Tulaghi Island,no,AGTI,TLG,AGTI,,,,Tulagi
8,ANYN,medium_airport,Nauru International Airport,-0.547893,166.919525,22,OC,NR,NR-14,Yaren,yes,ANYN,INU,ANYN,,https://www.nauruair.com/,https://en.wikipedia.org/wiki/Nauru_International_Airport,"Nauru, Yaren District, Naero"
336951,AQBC,medium_airport,Boulder Clay Runway,-74.739373,164.03539,672,AN,AQ,AQ-U-A,Zucchelli Station,no,,,AQBC,,,https://en.wikipedia.org/wiki/Zucchelli_Station,
312384,ATUA,small_airport,(Duplicate) Utai Airstrip,-3.386,141.5868,707,OC,PG,PG-SAN,Utai,no,,,ATUA,UTAI,,,
301676,AYAA,small_airport,Ama Airport,-4.10111111111,141.67,145,OC,PG,PG-ESW,,no,AYAA,AMF,AYAA,AMA,,,
301736,AYAE,small_airport,Mount Aue Airport,-6.229978,144.664181,4250,OC,PG,PG-JWK,Aue,no,AYAE,UAE,AYAE,AUE,,,
301665,AYAF,small_airport,Afore Airstrip,-9.13867,148.390701,2500,OC,PG,PG-NPP,Afore,no,AYAF,AFR,AYAF,AFE,,https://en.wikipedia.org/wiki/Afore_Airstrip,
301668,AYAG,small_airport,Agaun Airport,-9.927715,149.389951,3200,OC,PG,PG-MBA,Agaun,no,AYAG,AUP,AYAG,AUN,,https://en.wikipedia.org/wiki/Agaun_Airport,
301672,AYAI,small_airport,Aitape Airport,-3.143611,142.346806,10,OC,PG,PG-SAN,Aitape,no,AYAI,ATP,AYAI,APE,,https://en.wikipedia.org/wiki/Aitape_Airport,
301654,AYAK,small_airport,Aiambak Airport,-7.342777777779999,141.2675,90,OC,PG,PG-WPD,Aiambak,no,AYAK,AIH,AYAK,AMB,,https://en.wikipedia.org/wiki/Aiambak_Airport,
301689,AYAM,small_airport,Amanab Airport,-3.586,141.214333333,1307,OC,PG,PG-SAN,Amanab,no,AYAM,AMU,AYAM,ANA,,,
301695,AYAN,small_airport,Andakombe Airport,-7.13722222222,145.744722222,3600,OC,PG,PG-EHG,Andekombe,no,AYAN,ADC,AYAN,ADK,,https://en.wikipedia.org/wiki/Andakombe_Airport,
46170,AYAO,small_airport,Aiome Airport,-5.145699978,144.7307003,350,OC,PG,PG-MPM,Aiome,no,AYAO,AIE,AYAO,AIO,,https://en.wikipedia.org/wiki/Aiome_Airport,
307980,AYAQ,small_airport,Kompiam Airport,-5.38166666667,143.924722222,5100,OC,PG,PG-EPW,,no,AYAQ,KPM,AYAQ,KOM,,,
301693,AYAT,small_airport,Ambunti Airport,-4.21566666667,142.823166667,50,OC,PG,PG-ESW,Ambunti,no,AYAT,AUJ,AYAT,AMI,,,
310375,AYAU,small_airport,Arou Airstrip,-5.4951,142.5137,4830,OC,PG,PG-HLA,Arou,no,AYAU,,AYAU,,,,
42763,AYAW,small_airport,Awaba Airport,-8.013414,142.752099,32,OC,PG,PG-WPD,Awaba,no,AYAW,AWB,AYAW,AWB,,https://en.wikipedia.org/wiki/Awaba_Airport,
299319,AYAX,small_airport,Aseki Airport,-7.350805,146.193994,4106,OC,PG,PG-MPL,Aseki,no,AYAX,AEK,AYAX,ASE,,https://en.wikipedia.org/wiki/Aseki_Airport,
301673,AYAY,small_airport,Aiyura Airport,-6.33805555556,145.904166667,5355,OC,PG,PG-EHG,Aiyura Valley,no,AYAY,AYU,AYAY,AYU,,https://en.wikipedia.org/wiki/Aiyura_Airport,"Ukarumpa, Onmuna"
35179,AYBA,medium_airport,Baimuru Airport,-7.496955,144.821756,27,OC,PG,PG-GPK,Baimuru,yes,AYBA,VMU,AYBA,BMU,,https://en.wikipedia.org/wiki/Baimuru_Airport,
310434,AYBB,small_airport,Bak Airstrip,-5.2685,142.097,5440,OC,PG,PG-SAN,Bak,no,,,AYBB,BAK,,,
301858,AYBC,small_airport,Bambu Airport,-5.863611111110001,146.4925,6790,OC,PG,PG-MPM,Bambu,no,AYBC,BCP,AYBC,BAM,,,
301975,AYBD,small_airport,Bodinumu Airport,-9.107777777779999,147.666722222,3700,OC,PG,PG-CPM,Bodinumu,no,AYBD,BNM,AYBD,BNU,,,
302044,AYBF,small_airport,Bamu Airport,-7.8485,143.2433,50,OC,PG,PG-WPD,Bamu,no,AYBF,BMZ,AYBF,BAMU,,,
301874,AYBG,small_airport,Baindoung Airport,-6.34722222222,146.942222222,4400,OC,PG,PG-MPL,,no,AYBG,BDZ,AYBG,BDO,,,
301802,AYBH,small_airport,Bensbach Airport,-8.85805555556,141.259444444,30,OC,PG,PG-WPD,Bensbach,no,AYBH,BSP,AYBH,BEN,,https://en.wikipedia.org/wiki/Bensbach_Airport,
301803,AYBI,small_airport,Bewani Airport,-3.0216666666700003,141.165277778,550,OC,PG,PG-SAN,Bewani,no,AYBI,BWP,AYBI,BEW,,,
53,AYBK,medium_airport,Buka Airport,-5.422299,154.672698,11,OC,PG,PG-NSB,Buka Island,yes,AYBK,BUA,AYBK,,,https://en.wikipedia.org/wiki/Buka_Airport,
30675,AYBL,small_airport,Bialla Airport,-5.3305602073700005,151.007995605,51,OC,PG,PG-WBK,"Bialla, Matalilu, Ewase",no,AYBL,BAA,AYBL,BIA,,,"Babu,"
35180,AYBM,medium_airport,Balimo Airport,-8.05000019073,142.932998657,51,OC,PG,PG-WPD,Balimo,yes,AYBM,OPU,AYBM,BLI,,https://en.wikipedia.org/wiki/Balimo_Airport,
302041,AYBO,small_airport,Bomai Airport,-6.37316666667,144.637,3300,OC,PG,PG-CPK,Bomai,no,AYBO,BMH,AYBO,BOM,,,
301792,AYBP,small_airport,Bapi Airstrip,-7.743611111110001,147.020555556,2930,OC,PG,PG-MPL,Bapi,no,AYBP,BPD,AYBP,BAPI,,,
301804,AYBQ,small_airport,Biangabip Airport,-5.526389,141.744583,1069,OC,PG,PG-WPD,Biangabip,no,AYBQ,BPK,AYBQ,BIP,,https://en.wikipedia.org/wiki/Biangabip_Airport,
311258,AYBR,small_airport,Biaru Airport,-7.6693,146.7594,4900,OC,PG,PG-MPL,Biaru,no,AYBR,BRP,AYBR,BRU,,,
310531,AYBS,small_airport,Begesin Airstrip,-5.388248,145.447394,980,OC,PG,PG-MPM,Begesin,no,AYBS,,AYBS,BGI,,,"BEG, Bagasin"
310529,AYBT,small_airport,Batri Airstrip,-6.551861,143.943905,4510,OC,PG,PG-SHM,Batri,no,AYBT,,AYBT,BTR,,,
46171,AYBU,small_airport,Bulolo Airport,-7.216286671410001,146.649541855,2240,OC,PG,PG-MPL,Bulolo,no,AYBU,BUL,AYBU,BUO,,https://en.wikipedia.org/wiki/Bulolo_Airport,
308213,AYBW,small_airport,Blackwara Airport,-2.618211,141.091971,58,OC,PG,PG-SAN,,no,,,AYBW,,,,
312437,AYBX,small_airport,Wowobo Airstrip,-7.3405,144.5477,74,OC,PG,PG-GPK,Wowobo,no,,,AYBX,WWB,,,
312444,AYBY,small_airport,Wuyabo Airstrip,-6.838474,145.873207,6400,OC,PG,PG-EHG,Wuyabo,no,AYBY,,AYBY,WUO,,,
301809,AYBZ,small_airport,Biniguni Airport,-9.6425,149.303889,215,OC,PG,PG-MBA,Biniguni,no,AYBZ,XBN,AYBZ,BNI,,,
35147,AYCB,small_airport,Chungribu Airport,-4.80662,144.714996,108,OC,PG,PG-MPM,Chungribu,no,AYCB,CVB,AYCB,CBU,,https://ceb.wikipedia.org/wiki/Chungribu_Airport,
46172,AYCG,small_airport,Cape Gloucester Airport,-5.455231,148.422289,78,OC,PG,PG-WBK,Cape Gloucester,no,AYCG,CGC,AYCG,CPG,,https://en.wikipedia.org/wiki/Cape_Gloucester_Airport,
54,AYCH,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,4974,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,AYCH,,,https://en.wikipedia.org/wiki/Chimbu_Airport,
556924,AYCN,small_airport,Changriwa Airstrip,-4.328652,143.74058,100,OC,PG,PG-ESW,Changriwa,no,AYCN,,AYCN,CGW,,,
302210,AYCS,small_airport,China Strait Airstrip,-10.5627777778,150.690694444,10,OC,PG,PG-MBA,Samarai Island,no,AYCS,SQT,AYCS,CHS,,,
302094,AYDB,small_airport,Debepare Airport,-6.30861111111,141.905555556,360,OC,PG,PG-WPD,Debepare,no,AYDB,DBP,AYDB,DBP,,,Debepari
311114,AYDD,small_airport,Dobu Airstrip,-6.6305,144.6383,3115,OC,PG,PG-CPK,Dobu,no,AYDD,,AYDD,DOBU,,,
302107,AYDE,small_airport,Derim Airport,-6.14472222222,147.107222222,4850,OC,PG,PG-MPL,Derim,no,AYDE,DER,AYDE,DEM,,,
302046,AYDI,small_airport,Bundi Airport,-5.742222222220001,145.2275,4400,OC,PG,PG-MPM,Bundi,no,AYDI,BNT,AYDI,BDI,,,
313962,AYDK,small_airport,Munduku Airport,-4.6204,143.4516,100,OC,PG,PG-ESW,Munduku,no,AYDK,MDM,AYDK,MUN,,,
311717,AYDL,small_airport,Kondobol Airport,-8.5336,142.5049,132,OC,PG,PG-WPD,Kondobol,no,AYDL,KPF,AYDL,KDB,,,"Kondubol, Kondobal"
311110,AYDN,small_airport,Dinangat Airport,-6.1546,146.6772,5309,OC,PG,PG-MPL,Dinangat,no,AYDN,DNU,AYDN,DIN,,,Diningat
311116,AYDO,small_airport,Doini Airport,-10.7009,150.7218,31,OC,PG,PG-MBA,Castori Islets,no,AYDO,DOI,AYDO,DOI,,,
312311,AYDP,small_airport,Tsendiap Airstrip,-5.3599,144.4462,1565,OC,PG,PG-JWK,Tsendiap,no,AYDP,,AYDP,TNP,,,
311104,AYDQ,small_airport,Dimisisi Airstrip,-8.6298,142.2162,166,OC,PG,PG-WPD,Dimisisi,no,AYDQ,,AYDQ,DIM,,,
308061,AYDR,small_airport,Dorobisoro Airport,-9.461855,147.920907,1767,OC,PG,PG-CPM,Dorobisoro,no,AYDR,DOO,AYDR,DOR,,,
308051,AYDS,small_airport,Dusin Airport,-5.183863,144.41217,6300,OC,PG,PG-MPM,Dusin,no,AYDS,,AYDS,DUS,,,
55,AYDU,medium_airport,Daru Airport,-9.08676,143.207993,20,OC,PG,PG-WPD,Daru,yes,AYDU,DAU,AYDU,,,https://en.wikipedia.org/wiki/Daru_Airport,
311102,AYDW,small_airport,Dewara Airstrip,-8.3802,142.4475,25,OC,PG,PG-WPD,Dewara,no,AYDW,,AYDW,DWR,,,
312108,AYDY,small_airport,Sindeni Airstrip,-7.0077,145.7965,5710,OC,PG,PG-EHG,Sindeni,no,AYDY,,AYDY,SDI,,,
308223,AYEA,small_airport,Kerau Airport,-8.271612,147.071899,7360,OC,PG,PG-CPM,Gunim,no,AYEA,KRU,AYEA,KEU,,,
311135,AYEB,small_airport,Embessa Airport,-9.447,148.7628,131,OC,PG,PG-NPP,Embessa,no,AYEB,EMS,AYEB,EMB,,,
308012,AYED,small_airport,Edwaki Airport,-3.883986,141.792234,190,OC,PG,PG-SAN,Yellow River Mission,no,AYED,XYR,AYED,EWK,,,
46174,AYEE,small_airport,Emirau Airport,-1.653949991,149.9757667,172,OC,PG,PG-NIK,Emirau Island,no,AYEE,EMI,AYEE,ERU,,https://en.wikipedia.org/wiki/Emirau_Airport,
302537,AYEF,small_airport,Efogi Airport,-9.15380555556,147.659805556,3900,OC,PG,PG-CPM,Efogi,no,AYEF,EFG,AYEF,EFO,,https://en.wikipedia.org/wiki/Efogi_Airport,
311749,AYEG,small_airport,Mengina Airstrip,-6.4836,144.986,4224,OC,PG,PG-CPK,Mengina,no,AYEG,,AYEG,MEN,,,
306957,AYEH,small_airport,Morehead Airport,-8.71411111111,141.644444444,100,OC,PG,PG-WPD,Morehead,no,AYEH,MHY,AYEH,MHD,,,
311756,AYEI,small_airport,Milei Airstrip,-9.0794,147.602,2160,OC,PG,PG-CPM,Milei,no,AYEI,,AYEI,MIL,,,
311747,AYEK,small_airport,Membok Airstrip,-6.4744,141.019,54,OC,PG,PG-WPD,Membok,no,AYEK,,AYEK,MBK,,,Mebok
311132,AYEL,small_airport,Eliptamin Airport,-5.0412,141.6779,4825,OC,PG,PG-SAN,Eliptamin,no,AYEL,EPT,AYEL,ELP,,,
311130,AYEM,small_airport,Eleme Airstrip,-4.814027,143.910637,233,OC,PG,PG-ESW,Eleme,no,AYEM,,AYEM,ELM,,,
311202,AYEN,small_airport,Engati Airstrip,-6.9179,146.1053,3715,OC,PG,PG-MPL,Engati,no,AYEN,EGA,AYEN,EGT,,,
311200,AYEO,small_airport,Emo River Airstrip,-9.1234,148.0415,2240,OC,PG,PG-NPP,Emo Mission,no,AYEO,EMO,AYEO,EMO,,,
311205,AYER,small_airport,Erume Airport,-8.2538,146.9747,6690,OC,PG,PG-CPM,Erume,no,AYER,ERU,AYER,EME,,,
313974,AYES,small_airport,Meselia Airport,-6.1364,149.1183,180,OC,PG,PG-WBK,Demgulu,no,AYES,MFZ,AYES,,,,"Mesalia, Mesilia"
301979,AYET,small_airport,Bosset Airport,-7.237257,141.1063222,80,OC,PG,PG-WPD,Bosset,yes,AYET,BOT,AYET,BST,,https://en.wikipedia.org/wiki/Bosset_Airport,Boset
311134,AYEU,small_airport,Eloaua Airstrip,-1.560258,149.630363,25,OC,PG,PG-NIK,Eloaua Island,no,AYEU,,AYEU,ELO,,,
46175,AYEV,small_airport,Erave Airport,-6.60646315446,143.900213242,3650,OC,PG,PG-SHM,Erave,no,AYEV,ERE,AYEV,ERV,,,
307647,AYEW,small_airport,Siwea Airport,-6.284181,147.582371,5960,OC,PG,PG-MPL,Siwea,no,AYEW,SWE,AYEW,SIW,,,
311757,AYEY,small_airport,Mirsey Airstrip,-4.0621,142.6609,107,OC,PG,PG-ESW,Mirsey,no,,,AYEY,MSY,,,
535851,AYEZ,small_airport,Moropote Airstrip,-4.587055,142.335691,149,OC,PG,PG-ESW,Moropote,no,,,AYEZ,MTE,,,
307150,AYFA,small_airport,Fane Airport,-8.54927777778,147.085833333,4500,OC,PG,PG-CPM,Fane Mission,no,AYFA,FNE,AYFA,FANE,,https://en.wikipedia.org/wiki/Fane_Airport,
311370,AYFE,small_airport,Feramin Airport,-5.208,141.6988,4655,OC,PG,PG-SAN,Feramin,no,,FRQ,AYFE,FMN,,,Feranmin
525302,AYFF,small_airport,Faia Airport,-7.160353,143.531317,80,OC,PG,PG-GPK,,no,AYFF,,AYFF,,,,
46177,AYFI,small_airport,Finschhafen Airport,-6.621750109,147.85405,60,OC,PG,PG-MPL,Buki,no,AYFI,FIN,AYFI,FIN,,https://en.wikipedia.org/wiki/Finschhafen_Airport,
311374,AYFK,small_airport,Foroko Airstrip,-5.3283,144.8944,412,OC,PG,PG-MPM,Foroko,no,,,AYFK,FRO,,,
311373,AYFO,small_airport,Fogomaiu Airstrip,-6.5096,143.0794,737,OC,PG,PG-SHM,Fogomaiu,no,,,AYFO,FGM,,,"Fogoma'iu, Fogomaio"
307757,AYFR,small_airport,Frieda River Airport,-4.610468,141.960138,217,OC,PG,PG-ESW,Frieda River,no,AYFR,FAQ,AYFR,FRR,,https://en.wikipedia.org/wiki/Frieda_River_Airport,
311347,AYFS,small_airport,Fas Airstrip,-3.1983,141.472,1219,OC,PG,PG-SAN,Fugari,no,,,AYFS,FAS,,,
311384,AYFU,small_airport,Fuma Airport,-6.3933,142.4408,466,OC,PG,PG-WPD,Fuma,no,AYFU,FUM,AYFU,FUMA,,,
313571,AYFW,small_airport,Kwieftim Airstrip,-3.6005,141.7674,515,OC,PG,PG-SAN,Kwieftim,no,,,AYFW,KWM,,,
56,AYGA,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,5282,OC,PG,PG-EHG,Goronka,yes,AYGA,GKA,AYGA,,,https://en.wikipedia.org/wiki/Goroka_Airport,
309161,AYGC,small_airport,Gewoia Airport,-9.2263,148.4949,340,OC,PG,PG-NPP,Gewoia,no,AYGC,GEW,AYGC,GEW,,,Gewoya Airstrip
312794,AYGD,small_airport,Gimi Airstrip,-6.6482,145.4003,5096,OC,PG,PG-EHG,Amusa,no,,,AYGD,GIMI,,,
311415,AYGE,small_airport,Geigorobi Airstrip,-4.1055,143.3056,74,OC,PG,PG-ESW,Geigorobi,no,,,AYGE,GEI,,,
311430,AYGF,small_airport,Guari Airport,-8.1286,146.8722,6450,OC,PG,PG-CPM,Guari,no,AYGF,GUG,AYGF,GAI,,,
308005,AYGG,small_airport,Garasa Airport,-7.980713,147.213461,2539,OC,PG,PG-MPL,Au,no,AYGG,GRL,AYGG,GSA,,,
311439,AYGH,small_airport,Guhu Airstrip,-5.6957,146.1116,3,OC,PG,PG-MPM,Guhu,no,,,AYGH,GUHU,,,
46178,AYGI,small_airport,Garaina Airport,-7.875625,147.141266,2497,OC,PG,PG-MPL,Garaina,no,AYGI,GAR,AYGI,GNA,,,
307735,AYGJ,small_airport,Guasopa Airport,-9.225918,152.944352,10,OC,PG,PG-MBA,Woodlark (Muyua) Island,no,AYGJ,GAZ,AYGJ,GPA,,https://en.wikipedia.org/wiki/Guasopa_Airport,"Woodlark Airfield, Narewa Airfield"
46180,AYGL,small_airport,Gonaili Airport,-5.527716614,151.5733333,40,OC,PG,PG-EBR,Gonaili,no,AYGL,GOE,AYGL,GON,,,"Gonali, Gonalia"
311417,AYGM,small_airport,Gema Airstrip,-6.803088,145.775866,5370,OC,PG,PG-EHG,Gema,no,,,AYGM,GEMA,,,
57,AYGN,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88,OC,PG,PG-MBA,Gurney,yes,AYGN,GUR,AYGN,,,https://en.wikipedia.org/wiki/Gurney_Airport,
311426,AYGO,small_airport,Gokto Airstrip,-4.9136,144.49,259,OC,PG,PG-MPM,Gokto,no,,,AYGO,GTO,,,
307709,AYGP,small_airport,Gusap Airport,-6.053196,145.959047,1504,OC,PG,PG-MPL,Gusap,no,AYGP,GAP,AYGP,GSP,,https://en.wikipedia.org/wiki/Gusap_Airport,
311413,AYGQ,small_airport,Gawa Airstrip,-5.259,142.233,6500,OC,PG,PG-SAN,Gawa,no,,,AYGQ,GAWA,,,
58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,311,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,AYGR,,,https://en.wikipedia.org/wiki/Girua_Airport,
311386,AYGS,small_airport,Gasuke Airport,-6.1028,141.7393,157,OC,PG,PG-WPD,Gasuke,no,AYGS,GBC,AYGS,GSK,,,
31542,AYGT,small_airport,Gasmata Island Airport,-6.27111005783,150.330993652,23,OC,PG,PG-WBK,Gasmata Island,yes,AYGT,GMI,AYGT,GMA,,https://en.wikipedia.org/wiki/Gasmata_Airport,
42760,AYGU,small_airport,Anguganak Airport,-3.560504,142.217307,937,OC,PG,PG-SAN,Anguganak,no,AYGU,AKG,AYGU,AGK,,,
42761,AYGV,small_airport,Green River Airport,-3.9022428989400004,141.170516968,281,OC,PG,PG-SAN,Green River,no,AYGV,GVI,AYGV,GRN,,,
308212,AYGW,small_airport,Guwasa Airport,-6.465838,145.083968,4800,OC,PG,PG-EHG,Guwasa,no,,,AYGW,,,,
309180,AYGX,small_airport,Gora Airstrip,-9.0021,148.2364,2497,OC,PG,PG-NPP,Gora,no,AYGX,GOC,AYGX,GORA,,,
311431,AYGY,small_airport,Guavi Airstrip,-6.87,142.7537,303,OC,PG,PG-WPD,Guavi,no,,,AYGY,,,,
307876,AYHA,small_airport,Haia Airport,-6.707421,144.997398,2434,OC,PG,PG-CPK,,no,,,AYHA,HAIA,,,
311468,AYHB,small_airport,Habi Airport,-6.32,142.4893,993,OC,PG,PG-WPD,Habi,no,AYHB,HBD,AYHB,HABI,,,
311487,AYHE,small_airport,Heiweni Airport,-7.4223,146.4276,3480,OC,PG,PG-MPL,Heiweni,no,AYHE,HNI,AYHE,HWI,,,
42758,AYHF,small_airport,Hayfields Airport,-3.69838,143.057902,466,OC,PG,PG-ESW,Bainyik,no,AYHF,HYF,AYHF,HFD,,,
312918,AYHH,small_airport,Honinabi Airport,-6.2457,142.1771,452,OC,PG,PG-WPD,Honinabi,no,AYHH,HNN,AYHH,HBI,,,Honinabe
311506,AYHJ,small_airport,Hewa Airstrip,-5.1914,142.9595,5000,OC,PG,PG-EPW,Hewa,no,,,AYHJ,HEWA,,,
59,AYHK,medium_airport,Hoskins Airport,-5.463846,150.407327,66,OC,PG,PG-WBK,Kimbe,yes,AYHK,HKN,AYHK,,,https://en.wikipedia.org/wiki/Hoskins_Airport,
311492,AYHL,small_airport,Hesalibi Airstrip,-6.6,142.3502,305,OC,PG,PG-WPD,Hesalibi,no,,,AYHL,HLB,,,
